feature_columns,fscores
positionID_00000119,0.0
positionID_00003481,0.0
positionID_00003482,0.0
positionID_00003483,0.0
positionID_00003484,0.0
positionID_00003513,0.0
positionID_00003515,0.0
positionID_00003459,0.0
positionID_00003556,0.0
positionID_00000118,0.0
positionID_00003546,0.0
positionID_00003547,0.0
positionID_00003548,0.0
positionID_00003549,0.0
positionID_00003550,0.0
positionID_00003551,0.0
positionID_00003552,0.0
positionID_00003553,0.0
positionID_00003554,0.0
positionID_00003555,0.0
positionID_00003557,0.0
positionID_00003543,0.0
positionID_00003558,0.0
positionID_00003559,0.0
positionID_00003560,0.0
positionID_00003561,0.0
positionID_00003562,0.0
positionID_00003563,0.0
positionID_00000117,0.0
positionID_00003565,0.0
positionID_00003566,0.0
positionID_00003567,0.0
positionID_00003568,0.0
positionID_00003544,0.0
positionID_00003542,0.0
positionID_00003516,0.0
positionID_00003528,0.0
positionID_00003517,0.0
positionID_00003518,0.0
positionID_00003519,0.0
positionID_00003520,0.0
positionID_00003521,0.0
positionID_00003522,0.0
positionID_00003523,0.0
positionID_00003524,0.0
positionID_00003525,0.0
positionID_00003526,0.0
positionID_00003527,0.0
positionID_00003529,0.0
positionID_00003541,0.0
positionID_00003530,0.0
positionID_00003531,0.0
positionID_00003532,0.0
positionID_00003533,0.0
positionID_00003534,0.0
positionID_00003535,0.0
positionID_00003536,0.0
positionID_00003537,0.0
positionID_00003538,0.0
positionID_00003539,0.0
positionID_00003540,0.0
positionID_00003460,0.0
positionID_00003458,0.0
positionID_00003347,0.0
positionID_00003388,0.0
positionID_00003377,0.0
positionID_00003378,0.0
positionID_00003379,0.0
positionID_00003380,0.0
positionID_00003381,0.0
positionID_00003382,0.0
positionID_00003383,0.0
positionID_00003384,0.0
positionID_00003385,0.0
positionID_00003386,0.0
positionID_00003387,0.0
positionID_00003389,0.0
positionID_00003375,0.0
positionID_00003390,0.0
positionID_00003391,0.0
positionID_00003392,0.0
positionID_00003393,0.0
positionID_00003394,0.0
positionID_00003395,0.0
positionID_00003396,0.0
positionID_00003397,0.0
positionID_00003398,0.0
positionID_00003399,0.0
positionID_00003400,0.0
positionID_00000125,0.0
positionID_00003374,0.0
positionID_00003402,0.0
positionID_00000126,0.0
positionID_00003349,0.0
positionID_00003350,0.0
positionID_00003351,0.0
positionID_00003352,0.0
positionID_00003353,0.0
positionID_00003354,0.0
positionID_00003355,0.0
positionID_00003356,0.0
positionID_00003357,0.0
positionID_00003358,0.0
positionID_00003359,0.0
positionID_00003361,0.0
positionID_00003373,0.0
positionID_00003362,0.0
positionID_00003363,0.0
positionID_00003364,0.0
positionID_00003365,0.0
positionID_00003366,0.0
positionID_00003367,0.0
positionID_00003368,0.0
positionID_00003369,0.0
positionID_00003370,0.0
positionID_00003371,0.0
positionID_00003372,0.0
positionID_00003401,0.0
positionID_00003403,0.0
positionID_00003457,0.0
positionID_00003444,0.0
positionID_00003433,0.0
positionID_00003434,0.0
positionID_00000121,0.0
positionID_00003436,0.0
positionID_00003437,0.0
positionID_00003438,0.0
positionID_00003439,0.0
positionID_00003440,0.0
positionID_00003441,0.0
positionID_00003442,0.0
positionID_00003443,0.0
positionID_00003445,0.0
positionID_00003431,0.0
positionID_00003446,0.0
positionID_00003447,0.0
positionID_00003448,0.0
positionID_00003449,0.0
positionID_00003450,0.0
positionID_00003451,0.0
positionID_00003452,0.0
positionID_00003453,0.0
positionID_00003454,0.0
positionID_00003455,0.0
positionID_00003456,0.0
positionID_00003432,0.0
positionID_00003430,0.0
positionID_00003404,0.0
positionID_00003416,0.0
positionID_00003405,0.0
positionID_00003406,0.0
positionID_00003407,0.0
positionID_00003408,0.0
positionID_00003409,0.0
positionID_00000124,0.0
positionID_00003411,0.0
positionID_00003412,0.0
positionID_00000123,0.0
positionID_00003414,0.0
positionID_00003415,0.0
positionID_00003417,0.0
positionID_00003429,0.0
positionID_00003418,0.0
positionID_00003419,0.0
positionID_00003420,0.0
positionID_00003421,0.0
positionID_00000122,0.0
positionID_00003423,0.0
positionID_00003424,0.0
positionID_00003425,0.0
positionID_00003426,0.0
positionID_00003427,0.0
positionID_00003428,0.0
positionID_00003569,0.0
positionID_00000116,0.0
positionID_00003571,0.0
positionID_00003723,0.0
positionID_00003712,0.0
positionID_00003713,0.0
positionID_00003714,0.0
positionID_00003715,0.0
positionID_00003716,0.0
positionID_00003717,0.0
positionID_00003718,0.0
positionID_00003719,0.0
positionID_00003720,0.0
positionID_00003721,0.0
positionID_00003722,0.0
positionID_00003724,0.0
positionID_00003710,0.0
positionID_00003725,0.0
positionID_00003726,0.0
positionID_00003727,0.0
positionID_00003728,0.0
positionID_00003729,0.0
positionID_00003730,0.0
positionID_00003731,0.0
positionID_00003732,0.0
positionID_00003733,0.0
positionID_00003734,0.0
positionID_00003735,0.0
positionID_00003711,0.0
positionID_00003709,0.0
positionID_00003737,0.0
positionID_00003695,0.0
positionID_00003684,0.0
positionID_00003685,0.0
positionID_00003686,0.0
positionID_00003687,0.0
positionID_00000115,0.0
positionID_00003689,0.0
positionID_00003690,0.0
positionID_00003691,0.0
positionID_00003692,0.0
positionID_00003693,0.0
positionID_00003694,0.0
positionID_00003696,0.0
positionID_00003708,0.0
positionID_00003697,0.0
positionID_00003698,0.0
positionID_00003699,0.0
positionID_00000114,0.0
positionID_00003701,0.0
positionID_00003702,0.0
positionID_00003703,0.0
positionID_00003704,0.0
positionID_00003705,0.0
positionID_00003706,0.0
positionID_00003707,0.0
positionID_00003736,0.0
positionID_00003738,0.0
positionID_00003572,0.0
positionID_00000113,0.0
positionID_00003768,0.0
positionID_00003769,0.0
positionID_00003770,0.0
positionID_00003771,0.0
positionID_00003772,0.0
positionID_00003773,0.0
positionID_00003774,0.0
positionID_00003775,0.0
positionID_00003776,0.0
positionID_00003777,0.0
positionID_00003778,0.0
positionID_00003780,0.0
positionID_00003766,0.0
positionID_00000112,0.0
positionID_00003782,0.0
positionID_00003783,0.0
positionID_00003784,0.0
positionID_00003785,0.0
positionID_00003786,0.0
positionID_00003787,0.0
positionID_00003788,0.0
positionID_00003789,0.0
positionID_00003790,0.0
positionID_00003791,0.0
positionID_00003767,0.0
positionID_00003765,0.0
positionID_00003739,0.0
positionID_00003751,0.0
positionID_00003740,0.0
positionID_00003741,0.0
positionID_00003742,0.0
positionID_00003743,0.0
positionID_00003744,0.0
positionID_00003745,0.0
positionID_00003746,0.0
positionID_00003747,0.0
positionID_00003748,0.0
positionID_00003749,0.0
positionID_00003750,0.0
positionID_00003752,0.0
positionID_00003764,0.0
positionID_00003753,0.0
positionID_00003754,0.0
positionID_00003755,0.0
positionID_00003756,0.0
positionID_00003757,0.0
positionID_00003758,0.0
positionID_00003759,0.0
positionID_00003760,0.0
positionID_00003761,0.0
positionID_00003762,0.0
positionID_00003763,0.0
positionID_00003683,0.0
positionID_00003682,0.0
positionID_00003681,0.0
positionID_00003612,0.0
positionID_00003601,0.0
positionID_00003602,0.0
positionID_00003603,0.0
positionID_00003604,0.0
positionID_00003605,0.0
positionID_00003606,0.0
positionID_00003607,0.0
positionID_00003608,0.0
positionID_00003609,0.0
positionID_00003610,0.0
positionID_00003611,0.0
positionID_00003613,0.0
positionID_00003599,0.0
positionID_00003614,0.0
positionID_00003615,0.0
positionID_00003616,0.0
positionID_00003617,0.0
positionID_00003618,0.0
positionID_00003619,0.0
positionID_00003620,0.0
positionID_00003621,0.0
positionID_00003622,0.0
positionID_00003623,0.0
positionID_00003624,0.0
positionID_00003600,0.0
positionID_00003598,0.0
positionID_00003680,0.0
positionID_00003584,0.0
positionID_00003573,0.0
positionID_00003574,0.0
positionID_00003575,0.0
positionID_00003576,0.0
positionID_00003577,0.0
positionID_00003578,0.0
positionID_00003579,0.0
positionID_00003580,0.0
positionID_00003581,0.0
positionID_00003582,0.0
positionID_00003583,0.0
positionID_00003585,0.0
positionID_00003597,0.0
positionID_00003586,0.0
positionID_00003587,0.0
positionID_00003588,0.0
positionID_00003589,0.0
positionID_00003590,0.0
positionID_00003591,0.0
positionID_00003592,0.0
positionID_00003593,0.0
positionID_00003594,0.0
positionID_00003595,0.0
positionID_00003596,0.0
positionID_00003625,0.0
positionID_00003626,0.0
positionID_00003627,0.0
positionID_00003667,0.0
positionID_00003656,0.0
positionID_00003657,0.0
positionID_00003658,0.0
positionID_00003659,0.0
positionID_00003660,0.0
positionID_00003661,0.0
positionID_00003662,0.0
positionID_00003663,0.0
positionID_00003664,0.0
positionID_00003665,0.0
positionID_00003666,0.0
positionID_00003668,0.0
positionID_00003628,0.0
positionID_00003669,0.0
positionID_00003670,0.0
positionID_00003671,0.0
positionID_00003672,0.0
positionID_00003673,0.0
positionID_00003674,0.0
positionID_00003675,0.0
positionID_00003676,0.0
positionID_00003677,0.0
positionID_00003678,0.0
positionID_00003679,0.0
positionID_00003655,0.0
positionID_00003654,0.0
positionID_00003653,0.0
positionID_00003652,0.0
positionID_00003629,0.0
positionID_00003630,0.0
positionID_00003631,0.0
positionID_00003632,0.0
positionID_00003633,0.0
positionID_00003634,0.0
positionID_00003635,0.0
positionID_00003636,0.0
positionID_00003637,0.0
positionID_00003638,0.0
positionID_00003639,0.0
positionID_00003640,0.0
positionID_00003641,0.0
positionID_00003642,0.0
positionID_00003643,0.0
positionID_00003644,0.0
positionID_00003645,0.0
positionID_00003646,0.0
positionID_00003647,0.0
positionID_00003648,0.0
positionID_00003649,0.0
positionID_00003650,0.0
positionID_00003651,0.0
positionID_00003348,0.0
positionID_00003346,0.0
positionID_00002901,0.0
positionID_00003053,0.0
positionID_00000133,0.0
positionID_00003043,0.0
positionID_00003044,0.0
positionID_00003045,0.0
positionID_00003046,0.0
positionID_00003047,0.0
positionID_00003048,0.0
positionID_00003049,0.0
positionID_00003050,0.0
positionID_00003051,0.0
positionID_00003052,0.0
positionID_00003054,0.0
positionID_00003040,0.0
positionID_00003055,0.0
positionID_00003056,0.0
positionID_00003057,0.0
positionID_00003058,0.0
positionID_00003059,0.0
positionID_00003060,0.0
positionID_00003061,0.0
positionID_00003062,0.0
positionID_00003063,0.0
positionID_00003064,0.0
positionID_00003065,0.0
positionID_00003041,0.0
positionID_00000134,0.0
positionID_00003067,0.0
positionID_00003025,0.0
positionID_00003014,0.0
positionID_00003015,0.0
positionID_00003016,0.0
positionID_00003017,0.0
positionID_00003018,0.0
positionID_00003019,0.0
positionID_00003020,0.0
positionID_00003021,0.0
positionID_00003022,0.0
positionID_00003023,0.0
positionID_00003024,0.0
positionID_00003026,0.0
positionID_00003038,0.0
positionID_00003027,0.0
positionID_00003028,0.0
positionID_00003029,0.0
positionID_00003030,0.0
positionID_00003031,0.0
positionID_00003032,0.0
positionID_00003033,0.0
positionID_00000135,0.0
positionID_00003035,0.0
positionID_00003036,0.0
positionID_00003037,0.0
positionID_00003066,0.0
positionID_00003068,0.0
positionID_00003012,0.0
positionID_00003109,0.0
positionID_00003098,0.0
positionID_00003099,0.0
positionID_00003100,0.0
positionID_00003101,0.0
positionID_00003102,0.0
positionID_00003103,0.0
positionID_00003104,0.0
positionID_00003105,0.0
positionID_00003106,0.0
positionID_00003107,0.0
positionID_00003108,0.0
positionID_00003110,0.0
positionID_00003096,0.0
positionID_00003111,0.0
positionID_00003112,0.0
positionID_00003113,0.0
positionID_00003114,0.0
positionID_00003115,0.0
positionID_00003116,0.0
positionID_00003117,0.0
positionID_00003118,0.0
positionID_00003119,0.0
positionID_00003120,0.0
positionID_00003121,0.0
positionID_00003097,0.0
positionID_00003095,0.0
positionID_00003069,0.0
positionID_00003081,0.0
positionID_00003070,0.0
positionID_00003071,0.0
positionID_00003072,0.0
positionID_00003073,0.0
positionID_00003074,0.0
positionID_00003075,0.0
positionID_00003076,0.0
positionID_00003077,0.0
positionID_00003078,0.0
positionID_00003079,0.0
positionID_00003080,0.0
positionID_00003082,0.0
positionID_00003094,0.0
positionID_00003083,0.0
positionID_00003084,0.0
positionID_00003085,0.0
positionID_00003086,0.0
positionID_00003087,0.0
positionID_00003088,0.0
positionID_00003089,0.0
positionID_00003090,0.0
positionID_00003091,0.0
positionID_00003092,0.0
positionID_00003093,0.0
positionID_00003013,0.0
positionID_00003011,0.0
positionID_00003345,0.0
positionID_00002941,0.0
positionID_00002930,0.0
positionID_00002931,0.0
positionID_00002932,0.0
positionID_00002933,0.0
positionID_00002934,0.0
positionID_00002935,0.0
positionID_00002936,0.0
positionID_00002937,0.0
positionID_00002938,0.0
positionID_00002939,0.0
positionID_00002940,0.0
positionID_00002942,0.0
positionID_00002928,0.0
positionID_00002943,0.0
positionID_00002944,0.0
positionID_00002945,0.0
positionID_00002946,0.0
positionID_00002947,0.0
positionID_00000138,0.0
positionID_00002949,0.0
positionID_00002950,0.0
positionID_00002951,0.0
positionID_00002952,0.0
positionID_00000137,0.0
positionID_00002929,0.0
positionID_00002927,0.0
positionID_00002955,0.0
positionID_00002913,0.0
positionID_00002902,0.0
positionID_00002903,0.0
positionID_00002904,0.0
positionID_00002905,0.0
positionID_00002906,0.0
positionID_00002907,0.0
positionID_00002908,0.0
positionID_00002909,0.0
positionID_00002910,0.0
positionID_00002911,0.0
positionID_00002912,0.0
positionID_00002914,0.0
positionID_00002926,0.0
positionID_00002915,0.0
positionID_00002916,0.0
positionID_00002917,0.0
positionID_00002918,0.0
positionID_00002919,0.0
positionID_00002920,0.0
positionID_00002921,0.0
positionID_00002922,0.0
positionID_00002923,0.0
positionID_00002924,0.0
positionID_00002925,0.0
positionID_00002954,0.0
positionID_00002956,0.0
positionID_00003010,0.0
positionID_00002997,0.0
positionID_00002986,0.0
positionID_00002987,0.0
positionID_00002988,0.0
positionID_00002989,0.0
positionID_00002990,0.0
positionID_00002991,0.0
positionID_00002992,0.0
positionID_00002993,0.0
positionID_00002994,0.0
positionID_00002995,0.0
positionID_00002996,0.0
positionID_00002998,0.0
positionID_00002984,0.0
positionID_00002999,0.0
positionID_00003000,0.0
positionID_00003001,0.0
positionID_00003002,0.0
positionID_00003003,0.0
positionID_00003004,0.0
positionID_00003005,0.0
positionID_00003006,0.0
positionID_00003007,0.0
positionID_00003008,0.0
positionID_00003009,0.0
positionID_00002985,0.0
positionID_00002983,0.0
positionID_00002957,0.0
positionID_00002969,0.0
positionID_00002958,0.0
positionID_00002959,0.0
positionID_00002960,0.0
positionID_00002961,0.0
positionID_00002962,0.0
positionID_00002963,0.0
positionID_00002964,0.0
positionID_00002965,0.0
positionID_00002966,0.0
positionID_00002967,0.0
positionID_00002968,0.0
positionID_00002970,0.0
positionID_00000136,0.0
positionID_00002971,0.0
positionID_00002972,0.0
positionID_00002973,0.0
positionID_00002974,0.0
positionID_00002975,0.0
positionID_00002976,0.0
positionID_00002977,0.0
positionID_00002978,0.0
positionID_00002979,0.0
positionID_00002980,0.0
positionID_00002981,0.0
positionID_00003122,0.0
positionID_00003123,0.0
positionID_00003124,0.0
positionID_00003276,0.0
positionID_00003265,0.0
positionID_00003266,0.0
positionID_00003267,0.0
positionID_00003268,0.0
positionID_00003269,0.0
positionID_00003270,0.0
positionID_00003271,0.0
positionID_00003272,0.0
positionID_00003273,0.0
positionID_00003274,0.0
positionID_00003275,0.0
positionID_00003277,0.0
positionID_00003263,0.0
positionID_00003278,0.0
positionID_00003279,0.0
positionID_00003280,0.0
positionID_00003281,0.0
positionID_00003282,0.0
positionID_00003283,0.0
positionID_00000131,0.0
positionID_00003285,0.0
positionID_00003286,0.0
positionID_00003287,0.0
positionID_00003288,0.0
positionID_00003264,0.0
positionID_00003262,0.0
positionID_00003290,0.0
positionID_00003248,0.0
positionID_00003237,0.0
positionID_00003238,0.0
positionID_00003239,0.0
positionID_00003240,0.0
positionID_00000132,0.0
positionID_00003242,0.0
positionID_00003243,0.0
positionID_00003244,0.0
positionID_00003245,0.0
positionID_00003246,0.0
positionID_00003247,0.0
positionID_00003249,0.0
positionID_00003261,0.0
positionID_00003250,0.0
positionID_00003251,0.0
positionID_00003252,0.0
positionID_00003253,0.0
positionID_00003254,0.0
positionID_00003255,0.0
positionID_00003256,0.0
positionID_00003257,0.0
positionID_00003258,0.0
positionID_00003259,0.0
positionID_00003260,0.0
positionID_00003289,0.0
positionID_00003291,0.0
positionID_00003125,0.0
positionID_00003332,0.0
positionID_00000130,0.0
positionID_00000129,0.0
positionID_00003323,0.0
positionID_00003324,0.0
positionID_00003325,0.0
positionID_00003326,0.0
positionID_00003327,0.0
positionID_00003328,0.0
positionID_00003329,0.0
positionID_00003330,0.0
positionID_00000128,0.0
positionID_00003333,0.0
positionID_00003319,0.0
positionID_00003334,0.0
positionID_00003335,0.0
positionID_00003336,0.0
positionID_00003337,0.0
positionID_00003338,0.0
positionID_00003339,0.0
positionID_00003340,0.0
positionID_00000127,0.0
positionID_00003342,0.0
positionID_00003343,0.0
positionID_00003344,0.0
positionID_00003320,0.0
positionID_00003318,0.0
positionID_00003292,0.0
positionID_00003304,0.0
positionID_00003293,0.0
positionID_00003294,0.0
positionID_00003295,0.0
positionID_00003296,0.0
positionID_00003297,0.0
positionID_00003298,0.0
positionID_00003299,0.0
positionID_00003300,0.0
positionID_00003301,0.0
positionID_00003302,0.0
positionID_00003303,0.0
positionID_00003305,0.0
positionID_00003317,0.0
positionID_00003306,0.0
positionID_00003307,0.0
positionID_00003308,0.0
positionID_00003309,0.0
positionID_00003310,0.0
positionID_00003311,0.0
positionID_00003312,0.0
positionID_00003313,0.0
positionID_00003314,0.0
positionID_00003315,0.0
positionID_00003316,0.0
positionID_00003236,0.0
positionID_00003235,0.0
positionID_00003234,0.0
positionID_00003165,0.0
positionID_00003154,0.0
positionID_00003155,0.0
positionID_00003156,0.0
positionID_00003157,0.0
positionID_00003158,0.0
positionID_00003159,0.0
positionID_00003160,0.0
positionID_00003161,0.0
positionID_00003162,0.0
positionID_00003163,0.0
positionID_00003164,0.0
positionID_00003166,0.0
positionID_00003152,0.0
positionID_00003167,0.0
positionID_00003168,0.0
positionID_00003169,0.0
positionID_00003170,0.0
positionID_00003171,0.0
positionID_00003172,0.0
positionID_00003173,0.0
positionID_00003174,0.0
positionID_00003175,0.0
positionID_00003176,0.0
positionID_00003177,0.0
positionID_00003153,0.0
positionID_00003151,0.0
positionID_00003233,0.0
positionID_00003137,0.0
positionID_00003126,0.0
positionID_00003127,0.0
positionID_00003128,0.0
positionID_00003129,0.0
positionID_00003130,0.0
positionID_00003131,0.0
positionID_00003132,0.0
positionID_00003133,0.0
positionID_00003134,0.0
positionID_00003135,0.0
positionID_00003136,0.0
positionID_00003138,0.0
positionID_00003150,0.0
positionID_00003139,0.0
positionID_00003140,0.0
positionID_00003141,0.0
positionID_00003142,0.0
positionID_00003143,0.0
positionID_00003144,0.0
positionID_00003145,0.0
positionID_00003146,0.0
positionID_00003147,0.0
positionID_00003148,0.0
positionID_00003149,0.0
positionID_00003178,0.0
positionID_00003179,0.0
positionID_00003180,0.0
positionID_00003220,0.0
positionID_00003209,0.0
positionID_00003210,0.0
positionID_00003211,0.0
positionID_00003212,0.0
positionID_00003213,0.0
positionID_00003214,0.0
positionID_00003215,0.0
positionID_00003216,0.0
positionID_00003217,0.0
positionID_00003218,0.0
positionID_00003219,0.0
positionID_00003221,0.0
positionID_00003181,0.0
positionID_00003222,0.0
positionID_00003223,0.0
positionID_00003224,0.0
positionID_00003225,0.0
positionID_00003226,0.0
positionID_00003227,0.0
positionID_00003228,0.0
positionID_00003229,0.0
positionID_00003230,0.0
positionID_00003231,0.0
positionID_00003232,0.0
positionID_00003208,0.0
positionID_00003207,0.0
positionID_00003206,0.0
positionID_00003205,0.0
positionID_00003182,0.0
positionID_00003183,0.0
positionID_00003184,0.0
positionID_00003185,0.0
positionID_00003186,0.0
positionID_00003187,0.0
positionID_00003188,0.0
positionID_00003189,0.0
positionID_00003190,0.0
positionID_00003191,0.0
positionID_00003192,0.0
positionID_00003193,0.0
positionID_00003194,0.0
positionID_00003195,0.0
positionID_00003196,0.0
positionID_00003197,0.0
positionID_00003198,0.0
positionID_00003199,0.0
positionID_00003200,0.0
positionID_00003201,0.0
positionID_00003202,0.0
positionID_00003203,0.0
positionID_00003204,0.0
positionID_00002006,0.0
positionID_00002005,0.0
positionID_00002004,0.0
positionID_00000817,0.0
positionID_00000806,0.0
positionID_00000807,0.0
positionID_00000808,0.0
positionID_00000809,0.0
positionID_00000810,0.0
positionID_00000811,0.0
positionID_00000812,0.0
positionID_00000813,0.0
positionID_00000814,0.0
positionID_00000815,0.0
positionID_00000816,0.0
positionID_00000818,0.0
positionID_00000804,0.0
positionID_00000819,0.0
positionID_00000820,0.0
positionID_00000821,0.0
positionID_00000822,0.0
positionID_00000823,0.0
positionID_00000824,0.0
positionID_00000825,0.0
positionID_00000826,0.0
positionID_00000827,0.0
positionID_00000828,0.0
positionID_00000203,0.0
positionID_00000805,0.0
positionID_00000803,0.0
positionID_00000202,0.0
positionID_00000789,0.0
positionID_00000778,0.0
positionID_00000779,0.0
positionID_00000780,0.0
positionID_00000781,0.0
positionID_00000782,0.0
positionID_00000783,0.0
positionID_00000784,0.0
positionID_00000785,0.0
positionID_00000786,0.0
positionID_00000787,0.0
positionID_00000788,0.0
positionID_00000790,0.0
positionID_00000802,0.0
positionID_00000791,0.0
positionID_00000792,0.0
positionID_00000793,0.0
positionID_00000794,0.0
positionID_00000795,0.0
positionID_00000796,0.0
positionID_00000797,0.0
positionID_00000798,0.0
positionID_00000799,0.0
positionID_00000800,0.0
positionID_00000801,0.0
positionID_00000830,0.0
positionID_00000832,0.0
positionID_00000776,0.0
positionID_00000873,0.0
positionID_00000862,0.0
positionID_00000194,0.0
positionID_00000864,0.0
positionID_00000865,0.0
positionID_00000866,0.0
positionID_00000867,0.0
positionID_00000868,0.0
positionID_00000869,0.0
positionID_00000870,0.0
positionID_00000871,0.0
positionID_00000872,0.0
positionID_00000874,0.0
positionID_00000860,0.0
positionID_00000875,0.0
positionID_00000876,0.0
positionID_00000877,0.0
positionID_00000878,0.0
positionID_00000879,0.0
positionID_00000880,0.0
positionID_00000881,0.0
positionID_00000882,0.0
positionID_00000883,0.0
positionID_00000884,0.0
positionID_00000885,0.0
positionID_00000861,0.0
positionID_00000859,0.0
positionID_00000833,0.0
positionID_00000196,0.0
positionID_00000201,0.0
positionID_00000835,0.0
positionID_00000200,0.0
positionID_00000837,0.0
positionID_00000838,0.0
positionID_00000839,0.0
positionID_00000840,0.0
positionID_00000199,0.0
positionID_00000198,0.0
positionID_00000197,0.0
positionID_00000844,0.0
positionID_00000846,0.0
positionID_00000858,0.0
positionID_00000847,0.0
positionID_00000195,0.0
positionID_00000849,0.0
positionID_00000850,0.0
positionID_00000851,0.0
positionID_00000852,0.0
positionID_00000853,0.0
positionID_00000854,0.0
positionID_00000855,0.0
positionID_00000856,0.0
positionID_00000857,0.0
positionID_00000204,0.0
positionID_00000775,0.0
positionID_00000664,0.0
positionID_00000705,0.0
positionID_00000694,0.0
positionID_00000695,0.0
positionID_00000696,0.0
positionID_00000697,0.0
positionID_00000698,0.0
positionID_00000699,0.0
positionID_00000700,0.0
positionID_00000701,0.0
positionID_00000702,0.0
positionID_00000703,0.0
positionID_00000704,0.0
positionID_00000706,0.0
positionID_00000692,0.0
positionID_00000707,0.0
positionID_00000708,0.0
positionID_00000709,0.0
positionID_00000710,0.0
positionID_00000711,0.0
positionID_00000712,0.0
positionID_00000713,0.0
positionID_00000714,0.0
positionID_00000715,0.0
positionID_00000716,0.0
positionID_00000717,0.0
positionID_00000693,0.0
positionID_00000691,0.0
positionID_00000719,0.0
positionID_00000677,0.0
positionID_00000666,0.0
positionID_00000667,0.0
positionID_00000668,0.0
positionID_00000669,0.0
positionID_00000670,0.0
positionID_00000671,0.0
positionID_00000672,0.0
positionID_00000673,0.0
positionID_00000674,0.0
positionID_00000206,0.0
positionID_00000676,0.0
positionID_00000678,0.0
positionID_00000690,0.0
positionID_00000679,0.0
positionID_00000680,0.0
positionID_00000681,0.0
positionID_00000682,0.0
positionID_00000683,0.0
positionID_00000684,0.0
positionID_00000685,0.0
positionID_00000686,0.0
positionID_00000687,0.0
positionID_00000688,0.0
positionID_00000689,0.0
positionID_00000718,0.0
positionID_00000720,0.0
positionID_00000774,0.0
positionID_00000761,0.0
positionID_00000750,0.0
positionID_00000751,0.0
positionID_00000752,0.0
positionID_00000753,0.0
positionID_00000754,0.0
positionID_00000755,0.0
positionID_00000756,0.0
positionID_00000757,0.0
positionID_00000758,0.0
positionID_00000759,0.0
positionID_00000760,0.0
positionID_00000762,0.0
positionID_00000748,0.0
positionID_00000763,0.0
positionID_00000764,0.0
positionID_00000765,0.0
positionID_00000205,0.0
positionID_00000767,0.0
positionID_00000768,0.0
positionID_00000769,0.0
positionID_00000770,0.0
positionID_00000771,0.0
positionID_00000772,0.0
positionID_00000773,0.0
positionID_00000749,0.0
positionID_00000747,0.0
positionID_00000721,0.0
positionID_00000733,0.0
positionID_00000722,0.0
positionID_00000723,0.0
positionID_00000724,0.0
positionID_00000725,0.0
positionID_00000726,0.0
positionID_00000727,0.0
positionID_00000728,0.0
positionID_00000729,0.0
positionID_00000730,0.0
positionID_00000731,0.0
positionID_00000732,0.0
positionID_00000734,0.0
positionID_00000746,0.0
positionID_00000735,0.0
positionID_00000736,0.0
positionID_00000737,0.0
positionID_00000738,0.0
positionID_00000739,0.0
positionID_00000740,0.0
positionID_00000741,0.0
positionID_00000742,0.0
positionID_00000743,0.0
positionID_00000744,0.0
positionID_00000745,0.0
positionID_00000886,0.0
positionID_00000887,0.0
positionID_00000888,0.0
positionID_00001040,0.0
positionID_00001029,0.0
positionID_00001030,0.0
positionID_00001031,0.0
positionID_00001032,0.0
positionID_00001033,0.0
positionID_00001034,0.0
positionID_00001035,0.0
positionID_00001036,0.0
positionID_00001037,0.0
positionID_00001038,0.0
positionID_00001039,0.0
positionID_00001041,0.0
positionID_00001027,0.0
positionID_00001042,0.0
positionID_00001043,0.0
positionID_00001044,0.0
positionID_00001045,0.0
positionID_00001046,0.0
positionID_00001047,0.0
positionID_00000189,0.0
positionID_00000188,0.0
positionID_00001050,0.0
positionID_00001051,0.0
positionID_00001052,0.0
positionID_00001028,0.0
positionID_00001026,0.0
positionID_00001054,0.0
positionID_00001012,0.0
positionID_00001001,0.0
positionID_00001002,0.0
positionID_00001003,0.0
positionID_00001004,0.0
positionID_00001005,0.0
positionID_00001006,0.0
positionID_00001007,0.0
positionID_00001008,0.0
positionID_00001009,0.0
positionID_00001010,0.0
positionID_00001011,0.0
positionID_00001013,0.0
positionID_00001025,0.0
positionID_00001014,0.0
positionID_00001015,0.0
positionID_00001016,0.0
positionID_00001017,0.0
positionID_00001018,0.0
positionID_00001019,0.0
positionID_00001020,0.0
positionID_00001021,0.0
positionID_00001022,0.0
positionID_00001023,0.0
positionID_00001024,0.0
positionID_00001053,0.0
positionID_00001055,0.0
positionID_00000889,0.0
positionID_00001096,0.0
positionID_00000186,0.0
positionID_00001086,0.0
positionID_00001087,0.0
positionID_00001088,0.0
positionID_00001089,0.0
positionID_00001090,0.0
positionID_00001091,0.0
positionID_00001092,0.0
positionID_00001093,0.0
positionID_00001094,0.0
positionID_00001095,0.0
positionID_00001097,0.0
positionID_00001083,0.0
positionID_00001098,0.0
positionID_00001099,0.0
positionID_00001100,0.0
positionID_00001101,0.0
positionID_00001102,0.0
positionID_00001103,0.0
positionID_00001104,0.0
positionID_00001105,0.0
positionID_00001106,0.0
positionID_00001107,0.0
positionID_00001108,0.0
positionID_00001084,0.0
positionID_00001082,0.0
positionID_00001056,0.0
positionID_00001068,0.0
positionID_00001057,0.0
positionID_00001058,0.0
positionID_00001059,0.0
positionID_00001060,0.0
positionID_00001061,0.0
positionID_00001062,0.0
positionID_00001063,0.0
positionID_00001064,0.0
positionID_00001065,0.0
positionID_00001066,0.0
