feature_columns,fscores
hometown_00001249,0.0
hometown_00001250,0.0
hometown_00001170,0.0
hometown_00001168,0.0
hometown_00001057,0.0
hometown_00001098,0.0
hometown_00001087,0.0
hometown_00001088,0.0
hometown_00001089,0.0
hometown_00001090,0.0
hometown_00001091,0.0
hometown_00001092,0.0
hometown_00001093,0.0
hometown_00001094,0.0
hometown_00001095,0.0
hometown_00001096,0.0
hometown_00001097,0.0
hometown_00001099,0.0
hometown_00001085,0.0
hometown_00001100,0.0
hometown_00001101,0.0
hometown_00001102,0.0
hometown_00001103,0.0
hometown_00001104,0.0
hometown_00001105,0.0
hometown_00001106,0.0
hometown_00001107,0.0
hometown_00001108,0.0
hometown_00001109,0.0
hometown_00001110,0.0
hometown_00001086,0.0
hometown_00001084,0.0
hometown_00001112,0.0
hometown_00001070,0.0
hometown_00001059,0.0
hometown_00001060,0.0
hometown_00001061,0.0
hometown_00001062,0.0
hometown_00001063,0.0
hometown_00001064,0.0
hometown_00001065,0.0
hometown_00001066,0.0
hometown_00001067,0.0
hometown_00001068,0.0
hometown_00001069,0.0
hometown_00001071,0.0
hometown_00001083,0.0
hometown_00001072,0.0
hometown_00001073,0.0
hometown_00001074,0.0
hometown_00001075,0.0
hometown_00001076,0.0
hometown_00001077,0.0
hometown_00001078,0.0
hometown_00001079,0.0
hometown_00001080,0.0
hometown_00001081,0.0
hometown_00001082,0.0
hometown_00001111,0.0
hometown_00001113,0.0
hometown_00001167,0.0
hometown_00001154,0.0
hometown_00001143,0.0
hometown_00001144,0.0
hometown_00001145,0.0
hometown_00001146,0.0
hometown_00001147,0.0
hometown_00001148,0.0
hometown_00001149,0.0
age_00000067,0.0
hometown_00001151,0.0
hometown_00001152,0.0
hometown_00001153,0.0
hometown_00001155,0.0
hometown_00001141,0.0
hometown_00001156,0.0
hometown_00001157,0.0
hometown_00001158,0.0
hometown_00001159,0.0
hometown_00001160,0.0
hometown_00001161,0.0
hometown_00001162,0.0
hometown_00001163,0.0
hometown_00001164,0.0
hometown_00001165,0.0
hometown_00001166,0.0
hometown_00001142,0.0
hometown_00001140,0.0
hometown_00001114,0.0
hometown_00001126,0.0
hometown_00001115,0.0
hometown_00001116,0.0
hometown_00001117,0.0
hometown_00001118,0.0
hometown_00001119,0.0
hometown_00001120,0.0
hometown_00001121,0.0
hometown_00001122,0.0
hometown_00001123,0.0
hometown_00001124,0.0
hometown_00001125,0.0
hometown_00001127,0.0
hometown_00001139,0.0
hometown_00001128,0.0
hometown_00001129,0.0
hometown_00001130,0.0
hometown_00001131,0.0
hometown_00001132,0.0
hometown_00001133,0.0
hometown_00001134,0.0
hometown_00001135,0.0
hometown_00001136,0.0
hometown_00001137,0.0
hometown_00001138,0.0
hometown_00001279,0.0
hometown_00001280,0.0
hometown_00001281,0.0
hometown_00001433,0.0
hometown_00001422,0.0
hometown_00001423,0.0
hometown_00001424,0.0
hometown_00001425,0.0
hometown_00001426,0.0
hometown_00001427,0.0
hometown_00001428,0.0
hometown_00001429,0.0
hometown_00001430,0.0
hometown_00001431,0.0
hometown_00001432,0.0
hometown_00001434,0.0
hometown_00001420,0.0
hometown_00001435,0.0
hometown_00001436,0.0
hometown_00001437,0.0
hometown_00001438,0.0
hometown_00001439,0.0
hometown_00001440,0.0
hometown_00001441,0.0
hometown_00001442,0.0
hometown_00001443,0.0
hometown_00001444,0.0
hometown_00001445,0.0
hometown_00001421,0.0
hometown_00001419,0.0
hometown_00001447,0.0
hometown_00001405,0.0
hometown_00001394,0.0
hometown_00001395,0.0
hometown_00001396,0.0
age_00000063,0.0
hometown_00001398,0.0
hometown_00001399,0.0
hometown_00001400,0.0
hometown_00001401,0.0
hometown_00001402,0.0
hometown_00001403,0.0
hometown_00001404,0.0
hometown_00001406,0.0
hometown_00001418,0.0
hometown_00001407,0.0
hometown_00001408,0.0
hometown_00001409,0.0
hometown_00001410,0.0
hometown_00001411,0.0
hometown_00001412,0.0
hometown_00001413,0.0
hometown_00001414,0.0
hometown_00001415,0.0
hometown_00001416,0.0
hometown_00001417,0.0
hometown_00001446,0.0
hometown_00001448,0.0
hometown_00001282,0.0
hometown_00001489,0.0
hometown_00001478,0.0
hometown_00001479,0.0
hometown_00001480,0.0
hometown_00001481,0.0
hometown_00001482,0.0
hometown_00001483,0.0
hometown_00001484,0.0
hometown_00001485,0.0
hometown_00001486,0.0
hometown_00001487,0.0
hometown_00001488,0.0
hometown_00001490,0.0
hometown_00001476,0.0
hometown_00001491,0.0
age_00000062,0.0
hometown_00001493,0.0
hometown_00001494,0.0
hometown_00001495,0.0
hometown_00001496,0.0
hometown_00001497,0.0
hometown_00001498,0.0
hometown_00001499,0.0
hometown_00001500,0.0
hometown_00001501,0.0
hometown_00001477,0.0
hometown_00001475,0.0
hometown_00001449,0.0
hometown_00001461,0.0
hometown_00001450,0.0
hometown_00001451,0.0
hometown_00001452,0.0
hometown_00001453,0.0
hometown_00001454,0.0
hometown_00001455,0.0
hometown_00001456,0.0
hometown_00001457,0.0
hometown_00001458,0.0
hometown_00001459,0.0
hometown_00001460,0.0
hometown_00001462,0.0
hometown_00001474,0.0
hometown_00001463,0.0
hometown_00001464,0.0
hometown_00001465,0.0
hometown_00001466,0.0
hometown_00001467,0.0
hometown_00001468,0.0
hometown_00001469,0.0
hometown_00001470,0.0
hometown_00001471,0.0
hometown_00001472,0.0
hometown_00001473,0.0
hometown_00001393,0.0
hometown_00001392,0.0
hometown_00001391,0.0
hometown_00001322,0.0
hometown_00001311,0.0
hometown_00001312,0.0
hometown_00001313,0.0
hometown_00001314,0.0
hometown_00001315,0.0
hometown_00001316,0.0
hometown_00001317,0.0
hometown_00001318,0.0
hometown_00001319,0.0
hometown_00001320,0.0
hometown_00001321,0.0
hometown_00001323,0.0
hometown_00001309,0.0
hometown_00001324,0.0
hometown_00001325,0.0
hometown_00001326,0.0
hometown_00001327,0.0
age_00000065,0.0
hometown_00001329,0.0
hometown_00001330,0.0
hometown_00001331,0.0
hometown_00001332,0.0
hometown_00001333,0.0
hometown_00001334,0.0
hometown_00001310,0.0
hometown_00001308,0.0
age_00000064,0.0
hometown_00001294,0.0
hometown_00001283,0.0
hometown_00001284,0.0
hometown_00001285,0.0
hometown_00001286,0.0
hometown_00001287,0.0
hometown_00001288,0.0
hometown_00001289,0.0
hometown_00001290,0.0
hometown_00001291,0.0
hometown_00001292,0.0
hometown_00001293,0.0
hometown_00001295,0.0
hometown_00001307,0.0
hometown_00001296,0.0
hometown_00001297,0.0
hometown_00001298,0.0
hometown_00001299,0.0
hometown_00001300,0.0
hometown_00001301,0.0
hometown_00001302,0.0
hometown_00001303,0.0
hometown_00001304,0.0
hometown_00001305,0.0
hometown_00001306,0.0
hometown_00001335,0.0
hometown_00001336,0.0
hometown_00001337,0.0
hometown_00001377,0.0
hometown_00001366,0.0
hometown_00001367,0.0
hometown_00001368,0.0
hometown_00001369,0.0
hometown_00001370,0.0
hometown_00001371,0.0
hometown_00001372,0.0
hometown_00001373,0.0
hometown_00001374,0.0
hometown_00001375,0.0
hometown_00001376,0.0
hometown_00001378,0.0
hometown_00001338,0.0
hometown_00001379,0.0
hometown_00001380,0.0
hometown_00001381,0.0
hometown_00001382,0.0
hometown_00001383,0.0
hometown_00001384,0.0
hometown_00001385,0.0
hometown_00001386,0.0
hometown_00001387,0.0
hometown_00001388,0.0
hometown_00001389,0.0
hometown_00001365,0.0
hometown_00001364,0.0
hometown_00001363,0.0
hometown_00001362,0.0
hometown_00001339,0.0
hometown_00001340,0.0
hometown_00001341,0.0
hometown_00001342,0.0
hometown_00001343,0.0
hometown_00001344,0.0
hometown_00001345,0.0
hometown_00001346,0.0
hometown_00001347,0.0
hometown_00001348,0.0
hometown_00001349,0.0
hometown_00001350,0.0
hometown_00001351,0.0
hometown_00001352,0.0
hometown_00001353,0.0
hometown_00001354,0.0
hometown_00001355,0.0
hometown_00001356,0.0
hometown_00001357,0.0
hometown_00001358,0.0
hometown_00001359,0.0
hometown_00001360,0.0
hometown_00001361,0.0
hometown_00001058,0.0
hometown_00001056,0.0
hometown_00000611,0.0
hometown_00000763,0.0
hometown_00000752,0.0
hometown_00000753,0.0
hometown_00000754,0.0
hometown_00000755,0.0
hometown_00000756,0.0
hometown_00000757,0.0
hometown_00000758,0.0
hometown_00000759,0.0
hometown_00000760,0.0
hometown_00000761,0.0
hometown_00000762,0.0
hometown_00000764,0.0
hometown_00000750,0.0
hometown_00000765,0.0
hometown_00000766,0.0
hometown_00000767,0.0
hometown_00000768,0.0
hometown_00000769,0.0
hometown_00000770,0.0
hometown_00000771,0.0
hometown_00000772,0.0
hometown_00000773,0.0
hometown_00000774,0.0
hometown_00000775,0.0
hometown_00000751,0.0
hometown_00000749,0.0
hometown_00000777,0.0
hometown_00000735,0.0
hometown_00000724,0.0
hometown_00000725,0.0
hometown_00000726,0.0
hometown_00000727,0.0
hometown_00000728,0.0
hometown_00000729,0.0
hometown_00000730,0.0
hometown_00000731,0.0
hometown_00000732,0.0
hometown_00000733,0.0
hometown_00000734,0.0
hometown_00000736,0.0
hometown_00000748,0.0
hometown_00000737,0.0
hometown_00000738,0.0
hometown_00000739,0.0
hometown_00000740,0.0
hometown_00000741,0.0
hometown_00000742,0.0
hometown_00000743,0.0
hometown_00000744,0.0
hometown_00000745,0.0
hometown_00000746,0.0
hometown_00000747,0.0
hometown_00000776,0.0
hometown_00000778,0.0
hometown_00000722,0.0
hometown_00000819,0.0
hometown_00000808,0.0
hometown_00000809,0.0
hometown_00000810,0.0
hometown_00000811,0.0
hometown_00000812,0.0
hometown_00000813,0.0
hometown_00000814,0.0
hometown_00000815,0.0
hometown_00000816,0.0
hometown_00000817,0.0
hometown_00000818,0.0
hometown_00000820,0.0
hometown_00000806,0.0
hometown_00000821,0.0
hometown_00000822,0.0
hometown_00000823,0.0
hometown_00000824,0.0
hometown_00000825,0.0
hometown_00000826,0.0
hometown_00000827,0.0
hometown_00000828,0.0
hometown_00000829,0.0
hometown_00000830,0.0
hometown_00000831,0.0
hometown_00000807,0.0
hometown_00000805,0.0
hometown_00000779,0.0
hometown_00000791,0.0
hometown_00000780,0.0
hometown_00000781,0.0
hometown_00000782,0.0
hometown_00000783,0.0
hometown_00000784,0.0
hometown_00000785,0.0
hometown_00000786,0.0
hometown_00000787,0.0
hometown_00000788,0.0
hometown_00000789,0.0
hometown_00000790,0.0
hometown_00000792,0.0
hometown_00000804,0.0
hometown_00000793,0.0
hometown_00000794,0.0
hometown_00000795,0.0
hometown_00000796,0.0
hometown_00000797,0.0
hometown_00000798,0.0
hometown_00000799,0.0
hometown_00000800,0.0
hometown_00000801,0.0
hometown_00000802,0.0
hometown_00000803,0.0
hometown_00000723,0.0
hometown_00000721,0.0
hometown_00001055,0.0
hometown_00000651,0.0
hometown_00000640,0.0
hometown_00000641,0.0
hometown_00000642,0.0
hometown_00000643,0.0
hometown_00000644,0.0
hometown_00000645,0.0
hometown_00000646,0.0
hometown_00000647,0.0
hometown_00000648,0.0
hometown_00000649,0.0
hometown_00000650,0.0
hometown_00000652,0.0
hometown_00000638,0.0
hometown_00000653,0.0
hometown_00000654,0.0
hometown_00000655,0.0
hometown_00000656,0.0
hometown_00000657,0.0
hometown_00000658,0.0
hometown_00000659,0.0
hometown_00000660,0.0
hometown_00000661,0.0
hometown_00000662,0.0
hometown_00000663,0.0
hometown_00000639,0.0
hometown_00000637,0.0
hometown_00000665,0.0
hometown_00000623,0.0
hometown_00000612,0.0
hometown_00000613,0.0
hometown_00000614,0.0
hometown_00000615,0.0
hometown_00000616,0.0
hometown_00000617,0.0
hometown_00000618,0.0
hometown_00000619,0.0
hometown_00000620,0.0
hometown_00000621,0.0
hometown_00000622,0.0
hometown_00000624,0.0
hometown_00000636,0.0
hometown_00000625,0.0
hometown_00000626,0.0
hometown_00000627,0.0
hometown_00000628,0.0
hometown_00000629,0.0
hometown_00000630,0.0
hometown_00000631,0.0
hometown_00000632,0.0
hometown_00000633,0.0
hometown_00000634,0.0
hometown_00000635,0.0
hometown_00000664,0.0
hometown_00000666,0.0
hometown_00000720,0.0
hometown_00000707,0.0
hometown_00000696,0.0
hometown_00000697,0.0
hometown_00000698,0.0
hometown_00000699,0.0
hometown_00000700,0.0
hometown_00000701,0.0
hometown_00000702,0.0
age_00000070,0.0
hometown_00000704,0.0
hometown_00000705,0.0
hometown_00000706,0.0
hometown_00000708,0.0
hometown_00000694,0.0
hometown_00000709,0.0
hometown_00000710,0.0
hometown_00000711,0.0
hometown_00000712,0.0
hometown_00000713,0.0
hometown_00000714,0.0
hometown_00000715,0.0
hometown_00000716,0.0
hometown_00000717,0.0
hometown_00000718,0.0
hometown_00000719,0.0
hometown_00000695,0.0
hometown_00000693,0.0
hometown_00000667,0.0
hometown_00000679,0.0
hometown_00000668,0.0
hometown_00000669,0.0
hometown_00000670,0.0
hometown_00000671,0.0
hometown_00000672,0.0
hometown_00000673,0.0
hometown_00000674,0.0
hometown_00000675,0.0
hometown_00000676,0.0
hometown_00000677,0.0
hometown_00000678,0.0
hometown_00000680,0.0
hometown_00000692,0.0
hometown_00000681,0.0
hometown_00000682,0.0
hometown_00000683,0.0
hometown_00000684,0.0
hometown_00000685,0.0
hometown_00000686,0.0
hometown_00000687,0.0
hometown_00000688,0.0
hometown_00000689,0.0
hometown_00000690,0.0
hometown_00000691,0.0
hometown_00000832,0.0
hometown_00000833,0.0
hometown_00000834,0.0
hometown_00000986,0.0
hometown_00000975,0.0
hometown_00000976,0.0
hometown_00000977,0.0
hometown_00000978,0.0
hometown_00000979,0.0
hometown_00000980,0.0
hometown_00000981,0.0
hometown_00000982,0.0
hometown_00000983,0.0
hometown_00000984,0.0
hometown_00000985,0.0
hometown_00000987,0.0
hometown_00000973,0.0
hometown_00000988,0.0
hometown_00000989,0.0
hometown_00000990,0.0
hometown_00000991,0.0
hometown_00000992,0.0
hometown_00000993,0.0
hometown_00000994,0.0
hometown_00000995,0.0
hometown_00000996,0.0
hometown_00000997,0.0
hometown_00000998,0.0
hometown_00000974,0.0
hometown_00000972,0.0
hometown_00001000,0.0
hometown_00000958,0.0
hometown_00000947,0.0
hometown_00000948,0.0
hometown_00000949,0.0
hometown_00000950,0.0
hometown_00000951,0.0
hometown_00000952,0.0
hometown_00000953,0.0
hometown_00000954,0.0
hometown_00000955,0.0
hometown_00000956,0.0
hometown_00000957,0.0
hometown_00000959,0.0
hometown_00000971,0.0
hometown_00000960,0.0
hometown_00000961,0.0
hometown_00000962,0.0
hometown_00000963,0.0
hometown_00000964,0.0
hometown_00000965,0.0
hometown_00000966,0.0
hometown_00000967,0.0
hometown_00000968,0.0
hometown_00000969,0.0
hometown_00000970,0.0
hometown_00000999,0.0
hometown_00001001,0.0
hometown_00000835,0.0
hometown_00001042,0.0
hometown_00001031,0.0
hometown_00001032,0.0
hometown_00001033,0.0
hometown_00001034,0.0
hometown_00001035,0.0
hometown_00001036,0.0
hometown_00001037,0.0
hometown_00001038,0.0
hometown_00001039,0.0
hometown_00001040,0.0
hometown_00001041,0.0
hometown_00001043,0.0
hometown_00001029,0.0
hometown_00001044,0.0
hometown_00001045,0.0
hometown_00001046,0.0
hometown_00001047,0.0
hometown_00001048,0.0
hometown_00001049,0.0
hometown_00001050,0.0
hometown_00001051,0.0
hometown_00001052,0.0
hometown_00001053,0.0
hometown_00001054,0.0
hometown_00001030,0.0
hometown_00001028,0.0
hometown_00001002,0.0
hometown_00001014,0.0
hometown_00001003,0.0
hometown_00001004,0.0
hometown_00001005,0.0
hometown_00001006,0.0
hometown_00001007,0.0
hometown_00001008,0.0
hometown_00001009,0.0
hometown_00001010,0.0
hometown_00001011,0.0
hometown_00001012,0.0
hometown_00001013,0.0
hometown_00001015,0.0
hometown_00001027,0.0
hometown_00001016,0.0
hometown_00001017,0.0
hometown_00001018,0.0
hometown_00001019,0.0
hometown_00001020,0.0
hometown_00001021,0.0
hometown_00001022,0.0
hometown_00001023,0.0
hometown_00001024,0.0
hometown_00001025,0.0
hometown_00001026,0.0
hometown_00000946,0.0
hometown_00000945,0.0
hometown_00000944,0.0
hometown_00000875,0.0
hometown_00000864,0.0
hometown_00000865,0.0
hometown_00000866,0.0
hometown_00000867,0.0
hometown_00000868,0.0
hometown_00000869,0.0
hometown_00000870,0.0
hometown_00000871,0.0
hometown_00000872,0.0
hometown_00000873,0.0
hometown_00000874,0.0
hometown_00000876,0.0
hometown_00000862,0.0
hometown_00000877,0.0
hometown_00000878,0.0
hometown_00000879,0.0
hometown_00000880,0.0
hometown_00000881,0.0
hometown_00000882,0.0
hometown_00000883,0.0
hometown_00000884,0.0
hometown_00000885,0.0
hometown_00000886,0.0
hometown_00000887,0.0
age_00000069,0.0
hometown_00000861,0.0
hometown_00000943,0.0
hometown_00000847,0.0
hometown_00000836,0.0
hometown_00000837,0.0
hometown_00000838,0.0
hometown_00000839,0.0
hometown_00000840,0.0
hometown_00000841,0.0
hometown_00000842,0.0
hometown_00000843,0.0
hometown_00000844,0.0
hometown_00000845,0.0
hometown_00000846,0.0
hometown_00000848,0.0
hometown_00000860,0.0
hometown_00000849,0.0
hometown_00000850,0.0
hometown_00000851,0.0
hometown_00000852,0.0
hometown_00000853,0.0
hometown_00000854,0.0
hometown_00000855,0.0
hometown_00000856,0.0
hometown_00000857,0.0
hometown_00000858,0.0
hometown_00000859,0.0
hometown_00000888,0.0
hometown_00000889,0.0
hometown_00000890,0.0
hometown_00000930,0.0
hometown_00000919,0.0
hometown_00000920,0.0
hometown_00000921,0.0
hometown_00000922,0.0
hometown_00000923,0.0
hometown_00000924,0.0
hometown_00000925,0.0
hometown_00000926,0.0
hometown_00000927,0.0
hometown_00000928,0.0
hometown_00000929,0.0
hometown_00000931,0.0
hometown_00000891,0.0
hometown_00000932,0.0
hometown_00000933,0.0
hometown_00000934,0.0
hometown_00000935,0.0
hometown_00000936,0.0
hometown_00000937,0.0
hometown_00000938,0.0
hometown_00000939,0.0
hometown_00000940,0.0
hometown_00000941,0.0
hometown_00000942,0.0
hometown_00000918,0.0
hometown_00000917,0.0
hometown_00000916,0.0
hometown_00000915,0.0
hometown_00000892,0.0
hometown_00000893,0.0
hometown_00000894,0.0
hometown_00000895,0.0
hometown_00000896,0.0
hometown_00000897,0.0
hometown_00000898,0.0
hometown_00000899,0.0
hometown_00000900,0.0
hometown_00000901,0.0
hometown_00000902,0.0
age_00000068,0.0
hometown_00000904,0.0
hometown_00000905,0.0
hometown_00000906,0.0
hometown_00000907,0.0
hometown_00000908,0.0
hometown_00000909,0.0
hometown_00000910,0.0
hometown_00000911,0.0
hometown_00000912,0.0
hometown_00000913,0.0
hometown_00000914,0.0
hometown_00003291,0.0
age_00000021,0.0
positionID_00000218,0.0
residence_00002280,0.0
residence_00002269,0.0
residence_00002270,0.0
residence_00002271,0.0
residence_00002272,0.0
residence_00002273,0.0
residence_00002274,0.0
residence_00002275,0.0
residence_00002276,0.0
residence_00002277,0.0
residence_00002278,0.0
residence_00002279,0.0
residence_00002281,0.0
residence_00002267,0.0
residence_00002282,0.0
residence_00002283,0.0
residence_00002284,0.0
residence_00002285,0.0
residence_00002286,0.0
residence_00002287,0.0
residence_00002288,0.0
residence_00002289,0.0
residence_00002290,0.0
residence_00002291,0.0
residence_00002292,0.0
residence_00002268,0.0
residence_00002266,0.0
residence_00002294,0.0
residence_00002252,0.0
residence_00002241,0.0
residence_00002242,0.0
residence_00002243,0.0
residence_00002244,0.0
residence_00002245,0.0
residence_00002246,0.0
residence_00002247,0.0
residence_00002248,0.0
residence_00002249,0.0
residence_00002250,0.0
residence_00002251,0.0
residence_00002253,0.0
residence_00002265,0.0
residence_00002254,0.0
residence_00002255,0.0
residence_00002256,0.0
residence_00002257,0.0
residence_00002258,0.0
residence_00002259,0.0
residence_00002260,0.0
residence_00002261,0.0
residence_00002262,0.0
residence_00002263,0.0
residence_00002264,0.0
residence_00002293,0.0
residence_00002295,0.0
residence_00002239,0.0
residence_00002336,0.0
residence_00002325,0.0
residence_00002326,0.0
residence_00002327,0.0
residence_00002328,0.0
residence_00002329,0.0
residence_00002330,0.0
residence_00002331,0.0
residence_00002332,0.0
residence_00002333,0.0
residence_00002334,0.0
residence_00002335,0.0
residence_00002337,0.0
residence_00002323,0.0
residence_00002338,0.0
residence_00002339,0.0
residence_00002340,0.0
residence_00002341,0.0
residence_00002342,0.0
residence_00002343,0.0
residence_00002344,0.0
residence_00002345,0.0
residence_00002346,0.0
residence_00002347,0.0
residence_00002348,0.0
residence_00002324,0.0
residence_00002322,0.0
residence_00002296,0.0
residence_00002308,0.0
residence_00002297,0.0
residence_00002298,0.0
residence_00002299,0.0
residence_00002300,0.0
residence_00002301,0.0
residence_00002302,0.0
residence_00002303,0.0
residence_00002304,0.0
residence_00002305,0.0
residence_00002306,0.0
residence_00002307,0.0
residence_00002309,0.0
residence_00002321,0.0
residence_00002310,0.0
residence_00002311,0.0
residence_00002312,0.0
residence_00002313,0.0
residence_00002314,0.0
residence_00002315,0.0
residence_00002316,0.0
residence_00002317,0.0
residence_00002318,0.0
residence_00002319,0.0
residence_00002320,0.0
residence_00002240,0.0
residence_00002238,0.0
residence_00002350,0.0
residence_00002168,0.0
residence_00002157,0.0
residence_00002158,0.0
residence_00002159,0.0
residence_00002160,0.0
residence_00002161,0.0
residence_00002162,0.0
residence_00002163,0.0
residence_00002164,0.0
residence_00002165,0.0
residence_00002166,0.0
residence_00002167,0.0
residence_00002169,0.0
residence_00002155,0.0
residence_00002170,0.0
residence_00002171,0.0
residence_00002172,0.0
residence_00002173,0.0
residence_00002174,0.0
residence_00002175,0.0
residence_00002176,0.0
residence_00002177,0.0
residence_00002178,0.0
residence_00002179,0.0
residence_00002180,0.0
residence_00002156,0.0
residence_00002154,0.0
residence_00002182,0.0
residence_00002140,0.0
residence_00002129,0.0
residence_00002130,0.0
residence_00002131,0.0
residence_00002132,0.0
residence_00002133,0.0
residence_00002134,0.0
residence_00002135,0.0
residence_00002136,0.0
residence_00002137,0.0
residence_00002138,0.0
residence_00002139,0.0
residence_00002141,0.0
residence_00002153,0.0
residence_00002142,0.0
residence_00002143,0.0
residence_00002144,0.0
residence_00002145,0.0
residence_00002146,0.0
residence_00002147,0.0
residence_00002148,0.0
residence_00002149,0.0
residence_00002150,0.0
residence_00002151,0.0
residence_00002152,0.0
residence_00002181,0.0
residence_00002183,0.0
residence_00002237,0.0
residence_00002224,0.0
residence_00002213,0.0
residence_00002214,0.0
residence_00002215,0.0
residence_00002216,0.0
residence_00002217,0.0
residence_00002218,0.0
residence_00002219,0.0
residence_00002220,0.0
residence_00002221,0.0
residence_00002222,0.0
residence_00002223,0.0
residence_00002225,0.0
residence_00002211,0.0
residence_00002226,0.0
residence_00002227,0.0
residence_00002228,0.0
residence_00002229,0.0
residence_00002230,0.0
residence_00002231,0.0
residence_00002232,0.0
residence_00002233,0.0
residence_00002234,0.0
residence_00002235,0.0
residence_00002236,0.0
residence_00002212,0.0
residence_00002210,0.0
residence_00002184,0.0
residence_00002196,0.0
residence_00002185,0.0
residence_00002186,0.0
residence_00002187,0.0
residence_00002188,0.0
residence_00002189,0.0
residence_00002190,0.0
residence_00002191,0.0
appCategory_level2_00000030,0.0
residence_00002193,0.0
residence_00002194,0.0
residence_00002195,0.0
residence_00002197,0.0
residence_00002209,0.0
residence_00002198,0.0
residence_00002199,0.0
residence_00002200,0.0
residence_00002201,0.0
residence_00002202,0.0
residence_00002203,0.0
residence_00002204,0.0
residence_00002205,0.0
residence_00002206,0.0
residence_00002207,0.0
residence_00002208,0.0
residence_00002349,0.0
residence_00002351,0.0
hometown_00003294,0.0
residence_00002504,0.0
residence_00002493,0.0
residence_00002494,0.0
residence_00002495,0.0
residence_00002496,0.0
residence_00002497,0.0
residence_00002498,0.0
residence_00002499,0.0
residence_00002500,0.0
residence_00002501,0.0
residence_00002502,0.0
residence_00002503,0.0
residence_00002505,0.0
residence_00002491,0.0
residence_00002506,0.0
residence_00002507,0.0
residence_00002508,0.0
residence_00002509,0.0
residence_00002510,0.0
residence_00002511,0.0
residence_00002512,0.0
residence_00002513,0.0
residence_00002514,0.0
residence_00002515,0.0
residence_00002516,0.0
residence_00002492,0.0
residence_00002490,0.0
residence_00002518,0.0
residence_00002476,0.0
residence_00002465,0.0
residence_00002466,0.0
residence_00002467,0.0
residence_00002468,0.0
residence_00002469,0.0
residence_00002470,0.0
residence_00002471,0.0
residence_00002472,0.0
residence_00002473,0.0
residence_00002474,0.0
residence_00002475,0.0
residence_00002477,0.0
residence_00002489,0.0
residence_00002478,0.0
residence_00002479,0.0
residence_00002480,0.0
residence_00002481,0.0
residence_00002482,0.0
residence_00002483,0.0
residence_00002484,0.0
residence_00002485,0.0
residence_00002486,0.0
residence_00002487,0.0
residence_00002488,0.0
residence_00002517,0.0
residence_00002519,0.0
residence_00002463,0.0
residence_00002560,0.0
residence_00002549,0.0
residence_00002550,0.0
residence_00002551,0.0
residence_00002552,0.0
residence_00002553,0.0
residence_00002554,0.0
residence_00002555,0.0
residence_00002556,0.0
residence_00002557,0.0
residence_00002558,0.0
residence_00002559,0.0
residence_00002561,0.0
residence_00002547,0.0
residence_00002562,0.0
residence_00002563,0.0
residence_00002564,0.0
residence_00002565,0.0
residence_00002566,0.0
residence_00002567,0.0
residence_00002568,0.0
residence_00002569,0.0
residence_00002570,0.0
residence_00002571,0.0
residence_00002572,0.0
residence_00002548,0.0
residence_00002546,0.0
residence_00002520,0.0
residence_00002532,0.0
residence_00002521,0.0
residence_00002522,0.0
residence_00002523,0.0
residence_00002524,0.0
residence_00002525,0.0
residence_00002526,0.0
residence_00002527,0.0
residence_00002528,0.0
residence_00002529,0.0
residence_00002530,0.0
residence_00002531,0.0
residence_00002533,0.0
residence_00002545,0.0
residence_00002534,0.0
residence_00002535,0.0
residence_00002536,0.0
residence_00002537,0.0
residence_00002538,0.0
residence_00002539,0.0
residence_00002540,0.0
residence_00002541,0.0
residence_00002542,0.0
residence_00002543,0.0
residence_00002544,0.0
residence_00002464,0.0
residence_00002462,0.0
residence_00002352,0.0
residence_00002392,0.0
residence_00002381,0.0
residence_00002382,0.0
residence_00002383,0.0
residence_00002384,0.0
residence_00002385,0.0
residence_00002386,0.0
residence_00002387,0.0
residence_00002388,0.0
residence_00002389,0.0
residence_00002390,0.0
residence_00002391,0.0
residence_00002393,0.0
residence_00002379,0.0
residence_00002394,0.0
residence_00002395,0.0
residence_00002396,0.0
residence_00002397,0.0
residence_00002398,0.0
residence_00002399,0.0
residence_00002400,0.0
residence_00002401,0.0
residence_00002402,0.0
residence_00002403,0.0
residence_00002404,0.0
residence_00002380,0.0
residence_00002378,0.0
residence_00002406,0.0
residence_00002364,0.0
residence_00002353,0.0
residence_00002354,0.0
residence_00002355,0.0
residence_00002356,0.0
residence_00002357,0.0
residence_00002358,0.0
residence_00002359,0.0
residence_00002360,0.0
residence_00002361,0.0
residence_00002362,0.0
residence_00002363,0.0
residence_00002365,0.0
residence_00002377,0.0
residence_00002366,0.0
residence_00002367,0.0
residence_00002368,0.0
residence_00002369,0.0
residence_00002370,0.0
residence_00002371,0.0
residence_00002372,0.0
residence_00002373,0.0
residence_00002374,0.0
residence_00002375,0.0
residence_00002376,0.0
residence_00002405,0.0
residence_00002407,0.0
residence_00002461,0.0
residence_00002448,0.0
residence_00002437,0.0
residence_00002438,0.0
residence_00002439,0.0
residence_00002440,0.0
residence_00002441,0.0
residence_00002442,0.0
residence_00002443,0.0
residence_00002444,0.0
residence_00002445,0.0
residence_00002446,0.0
residence_00002447,0.0
residence_00002449,0.0
residence_00002435,0.0
residence_00002450,0.0
residence_00002451,0.0
residence_00002452,0.0
residence_00002453,0.0
residence_00002454,0.0
residence_00002455,0.0
residence_00002456,0.0
residence_00002457,0.0
